code,l1,l2,desc,l1_desc,l2_desc
76B07,76,76Bxx,Free-surface potential flows for incompressible inviscid fluids,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible inviscid fluids
76B10,76,76Bxx,"Jets and cavities, cavitation, free-streamline theory, water-entry problems, airfoil and hydrofoil theory, sloshing","Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible inviscid fluids
76B15,76,76Bxx,"Water waves, gravity waves; dispersion and scattering, nonlinear interaction [See also 35Q30]","Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible inviscid fluids
76B20,76,76Bxx,Ship waves,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible inviscid fluids
76B25,76,76Bxx,Solitary waves for incompressible inviscid fluids [See also 35C11],"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible inviscid fluids
76B45,76,76Bxx,Capillarity (surface tension) for incompressible inviscid fluids [See also 76D45],"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible inviscid fluids
76B47,76,76Bxx,Vortex flows for incompressible inviscid fluids,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible inviscid fluids
76B55,76,76Bxx,Internal waves for incompressible inviscid fluids,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible inviscid fluids
76B70,76,76Bxx,Stratification effects in inviscid fluids,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible inviscid fluids
76B75,76,76Bxx,"Flow control and optimization for incompressible inviscid fluids [See also 49Q10, 93C20, 93C95]","Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible inviscid fluids
76B99,76,76Bxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible inviscid fluids
76D03,76,76Dxx,"Existence, uniqueness, and regularity theory for incompressible viscous fluids [See also 35Q30]","Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D05,76,76Dxx,Navier-Stokes equations for incompressible viscous fluids [See also 35Q30],"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D06,76,76Dxx,"Statistical solutions of Navier-Stokes and related equations [See also 60H30, 76M35]","Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D07,76,76Dxx,"Stokes and related (Oseen, etc.) flows","Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D08,76,76Dxx,Lubrication theory,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D09,76,76Dxx,Viscous-inviscid interaction,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D10,76,76Dxx,"Boundary-layer theory, separation and reattachment, higher-order effects","Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D17,76,76Dxx,Viscous vortex flows,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D25,76,76Dxx,Wakes and jets,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D27,76,76Dxx,Other free boundary flows; Hele-Shaw flows,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D33,76,76Dxx,Waves for incompressible viscous fluids,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D45,76,76Dxx,Capillarity (surface tension) for incompressible viscous fluids [See also 76B45],"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D50,76,76Dxx,Stratification effects in viscous fluids,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D55,76,76Dxx,"Flow control and optimization for incompressible viscous fluids [See also 49Q10, 93C20, 93C95]","Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76D99,76,76Dxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Incompressible viscous fluids
76E05,76,76Exx,Parallel shear flows in hydrodynamic stability,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Hydrodynamic stability
76E06,76,76Exx,Convection in hydrodynamic stability,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Hydrodynamic stability
76E07,76,76Exx,Rotation in hydrodynamic stability,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Hydrodynamic stability
76E09,76,76Exx,Stability and instability of nonparallel flows in hydrodynamic stability,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Hydrodynamic stability
76E15,76,76Exx,Absolute and convective instability and stability in hydrodynamic stability,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Hydrodynamic stability
76E17,76,76Exx,Interfacial stability and instability in hydrodynamic stability,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Hydrodynamic stability
76E19,76,76Exx,Compressibility effects in hydrodynamic stability,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Hydrodynamic stability
76E20,76,76Exx,Stability and instability of geophysical and astrophysical flows,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Hydrodynamic stability
76E25,76,76Exx,Stability and instability of magnetohydrodynamic and electrohydrodynamic flows,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Hydrodynamic stability
76E30,76,76Exx,Nonlinear effects in hydrodynamic stability,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Hydrodynamic stability
76E99,76,76Exx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Hydrodynamic stability
76F02,76,76Fxx,Fundamentals of turbulence,"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F05,76,76Fxx,Isotropic turbulence; homogeneous turbulence,"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F06,76,76Fxx,Transition to turbulence,"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F10,76,76Fxx,Shear flows and turbulence,"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F20,76,76Fxx,Dynamical systems approach to turbulence [See also 37-XX],"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F25,76,76Fxx,"Turbulent transport, mixing","Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F30,76,76Fxx,Renormalization and other field-theoretical methods for turbulence [See also 81T99],"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F35,76,76Fxx,"Convective turbulence [See also 76E15, 76Rxx]","Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F40,76,76Fxx,Turbulent boundary layers,"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F45,76,76Fxx,Stratification effects in turbulence,"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F50,76,76Fxx,Compressibility effects in turbulence,"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F55,76,76Fxx,Statistical turbulence modeling [See also 76M35],"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F60,76,76Fxx,k-ε modeling in turbulence,"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F65,76,76Fxx,Direct numerical and large eddy simulation of turbulence,"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F70,76,76Fxx,Control of turbulent flows,"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F80,76,76Fxx,Turbulent combustion; reactive turbulence,"Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76F99,76,76Fxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,","Turbulence [See also 37-XX, 60Gxx, 60Jxx]"
76G25,76,76Gxx,General aerodynamics and subsonic flows,"Fluid mechanics {For general continuum mechanics, see 74Axx,",General aerodynamics and subsonic flows
76G99,76,76Gxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",General aerodynamics and subsonic flows
76H05,76,76Hxx,Transonic flows,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Transonic flows
76H99,76,76Hxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Transonic flows
76J20,76,76Jxx,Supersonic flows,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Supersonic flows
76J99,76,76Jxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Supersonic flows
76K05,76,76Kxx,Hypersonic flows,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Hypersonic flows
76K99,76,76Kxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Hypersonic flows
76L05,76,76Lxx,Shock waves and blast waves in fluid mechanics [See also 35L67],"Fluid mechanics {For general continuum mechanics, see 74Axx,",Shock waves and blast waves in fluid mechanics [See also 35L67]
76L99,76,76Lxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Shock waves and blast waves in fluid mechanics [See also 35L67]
76M10,76,76Mxx,Finite element methods applied to problems in fluid mechanics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M12,76,76Mxx,Finite volume methods applied to problems in fluid mechanics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M15,76,76Mxx,Boundary element methods applied to problems in fluid mechanics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M20,76,76Mxx,Finite difference methods applied to problems in fluid mechanics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M21,76,76Mxx,Inverse problems in fluid mechanics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M22,76,76Mxx,Spectral methods applied to problems in fluid mechanics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M23,76,76Mxx,Vortex methods applied to problems in fluid mechanics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M27,76,76Mxx,Visualization algorithms applied to problems in fluid mechanics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M28,76,76Mxx,Particle methods and lattice-gas methods,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M30,76,76Mxx,Variational methods applied to problems in fluid mechanics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M35,76,76Mxx,Stochastic analysis applied to problems in fluid mechanics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M40,76,76Mxx,Complex variables methods applied to problems in fluid mechanics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M45,76,76Mxx,"Asymptotic methods, singular perturbations applied to problems in fluid mechanics","Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M50,76,76Mxx,Homogenization applied to problems in fluid mechanics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M55,76,76Mxx,Dimensional analysis and similarity applied to problems in fluid mechanics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M60,76,76Mxx,"Symmetry analysis, Lie group and Lie algebra methods applied to problems in fluid mechanics","Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76M99,76,76Mxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Basic methods in fluid mechanics [See also 65-XX]
76N06,76,76Nxx,Compressible Navier-Stokes equations,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Compressible fluids and gas dynamics
76N10,76,76Nxx,"Existence, uniqueness, and regularity theory for compressible fluids and gas dynamics [See also 35L60, 35L65,","Fluid mechanics {For general continuum mechanics, see 74Axx,",Compressible fluids and gas dynamics
76N15,76,76Nxx,Gas dynamics (general theory),"Fluid mechanics {For general continuum mechanics, see 74Axx,",Compressible fluids and gas dynamics
76N17,76,76Nxx,Viscous-inviscid interaction for compressible fluids and gas dynamics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Compressible fluids and gas dynamics
76N20,76,76Nxx,Boundary-layer theory for compressible fluids and gas dynamics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Compressible fluids and gas dynamics
76N25,76,76Nxx,Flow control and optimization for compressible fluids and gas dynamics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Compressible fluids and gas dynamics
76N30,76,76Nxx,Waves in compressible fluids,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Compressible fluids and gas dynamics
76N99,76,76Nxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Compressible fluids and gas dynamics
76P05,76,76Pxx,"Rarefied gas flows, Boltzmann equation in fluid mechanics [See also 82B40, 82C40, 82D05]","Fluid mechanics {For general continuum mechanics, see 74Axx,","Rarefied gas flows, Boltzmann equation in fluid mechanics [See also 82B40,"
76P99,76,76Pxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,","Rarefied gas flows, Boltzmann equation in fluid mechanics [See also 82B40,"
76Q05,76,76Qxx,Hydro- and aero-acoustics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Hydro- and aero-acoustics
76Q99,76,76Qxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Hydro- and aero-acoustics
76R05,76,76Rxx,Forced convection,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Diffusion and convection
76R10,76,76Rxx,Free convection,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Diffusion and convection
76R50,76,76Rxx,Diffusion [See also 60J60],"Fluid mechanics {For general continuum mechanics, see 74Axx,",Diffusion and convection
76R99,76,76Rxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Diffusion and convection
76S05,76,76Sxx,Flows in porous media; filtration; seepage,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Flows in porous media; filtration; seepage
76S99,76,76Sxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Flows in porous media; filtration; seepage
76T06,76,76Txx,Liquid-liquid two component flows,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Multiphase and multicomponent flows
76T10,76,76Txx,"Liquid-gas two-phase flows, bubbly flows","Fluid mechanics {For general continuum mechanics, see 74Axx,",Multiphase and multicomponent flows
76T15,76,76Txx,Dusty-gas two-phase flows,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Multiphase and multicomponent flows
76T17,76,76Txx,Two gas multicomponent flows,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Multiphase and multicomponent flows
76T20,76,76Txx,Suspensions,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Multiphase and multicomponent flows
76T25,76,76Txx,"Granular flows [See also 74C99, 74E20]","Fluid mechanics {For general continuum mechanics, see 74Axx,",Multiphase and multicomponent flows
76T30,76,76Txx,Three or more component flows,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Multiphase and multicomponent flows
76T99,76,76Txx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Multiphase and multicomponent flows
76U05,76,76Uxx,General theory of rotating fluids,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Rotating fluids
76U60,76,76Uxx,"Geophysical flows [See also 86A05, 86A10]","Fluid mechanics {For general continuum mechanics, see 74Axx,",Rotating fluids
76U65,76,76Uxx,"Rossby waves [See also 86A05, 86A10]","Fluid mechanics {For general continuum mechanics, see 74Axx,",Rotating fluids
76U99,76,76Uxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Rotating fluids
76V05,76,76Vxx,Reaction effects in flows [See also 80A32],"Fluid mechanics {For general continuum mechanics, see 74Axx,",Reaction effects in flows [See also 80A32]
76V99,76,76Vxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Reaction effects in flows [See also 80A32]
76W05,76,76Wxx,Magnetohydrodynamics and electrohydrodynamics,"Fluid mechanics {For general continuum mechanics, see 74Axx,",Magnetohydrodynamics and electrohydrodynamics
76W99,76,76Wxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Magnetohydrodynamics and electrohydrodynamics
76X05,76,76Xxx,Ionized gas flow in electromagnetic fields; plasmic flow [See also 82D10],"Fluid mechanics {For general continuum mechanics, see 74Axx,",Ionized gas flow in electromagnetic fields; plasmic flow [See also 82D10]
76X99,76,76Xxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,",Ionized gas flow in electromagnetic fields; plasmic flow [See also 82D10]
76Y05,76,76Yxx,"Quantum hydrodynamics and relativistic hydrodynamics [See also 82D50, 83C55, 85A30]","Fluid mechanics {For general continuum mechanics, see 74Axx,","Quantum hydrodynamics and relativistic hydrodynamics [See also 82D50,"
76Y99,76,76Yxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,","Quantum hydrodynamics and relativistic hydrodynamics [See also 82D50,"
76Z05,76,76Zxx,Physiological flows [See also 92C35],"Fluid mechanics {For general continuum mechanics, see 74Axx,","Biological fluid mechanics [See also 74F10, 74L15, 92Cxx]"
76Z10,76,76Zxx,Biopropulsion in water and in air,"Fluid mechanics {For general continuum mechanics, see 74Axx,","Biological fluid mechanics [See also 74F10, 74L15, 92Cxx]"
76Z99,76,76Zxx,"None of the above, but in this section","Fluid mechanics {For general continuum mechanics, see 74Axx,","Biological fluid mechanics [See also 74F10, 74L15, 92Cxx]"
78A02,78,78Axx,Foundations in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A05,78,78Axx,Geometric optics,"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A10,78,78Axx,Physical optics,"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A15,78,78Axx,Electron optics,"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A20,78,78Axx,Space charge waves,"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A25,78,78Axx,Electromagnetic theory (general),"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A30,78,78Axx,Electro- and magnetostatics,"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A35,78,78Axx,Motion of charged particles,"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A37,78,78Axx,Ion traps,"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A40,78,78Axx,Waves and radiation in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A45,78,78Axx,"Diffraction, scattering {For WKB methods, see also 34E20}","Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A46,78,78Axx,Inverse problems (including inverse scattering) in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A48,78,78Axx,Composite media; random media in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A50,78,78Axx,"Antennas, waveguides in optics and electromagnetic theory","Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A55,78,78Axx,Technical applications of optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A57,78,78Axx,Electrochemistry,"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A60,78,78Axx,"Lasers, masers, optical bistability, nonlinear optics [See also 81V80]","Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A70,78,78Axx,Biological applications of optics and electromagnetic theory [See also 92-XX],"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A97,78,78Axx,Mathematically heuristic optics and electromagnetic theory (must also be assigned at least one other classification number in Section 78),"Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78A99,78,78Axx,"None of the above, but in this section","Optics, electromagnetic theory {For quantum optics, see 81V80}",General topics in optics and electromagnetic theory
78M05,78,78Mxx,Method of moments applied to problems in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M10,78,78Mxx,"Finite element, Galerkin and related methods applied to problems in optics and electromagnetic theory","Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M12,78,78Mxx,"Finite volume methods, finite integration techniques applied to problems in optics and electromagnetic","Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M15,78,78Mxx,Boundary element methods applied to problems in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M16,78,78Mxx,Multipole methods applied to problems in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M20,78,78Mxx,Finite difference methods applied to problems in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M22,78,78Mxx,"Spectral, collocation and related methods applied to problems in optics and electromagnetic theory","Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M30,78,78Mxx,Variational methods applied to problems in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M31,78,78Mxx,Monte Carlo methods applied to problems in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M32,78,78Mxx,Neural and heuristic methods applied to problems in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M34,78,78Mxx,Model reduction in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M35,78,78Mxx,Asymptotic analysis in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M40,78,78Mxx,Homogenization in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M50,78,78Mxx,Optimization problems in optics and electromagnetic theory,"Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
78M99,78,78Mxx,"None of the above, but in this section","Optics, electromagnetic theory {For quantum optics, see 81V80}",Basic methods for problems in optics and electromagnetic theory [See also
80A05,80,80Axx,Foundations of thermodynamics and heat transfer,"Classical thermodynamics, heat transfer {For thermodynamics",Thermodynamics and heat transfer
80A10,80,80Axx,Classical and relativistic thermodynamics,"Classical thermodynamics, heat transfer {For thermodynamics",Thermodynamics and heat transfer
80A17,80,80Axx,Thermodynamics of continua [See also 74A15],"Classical thermodynamics, heat transfer {For thermodynamics",Thermodynamics and heat transfer
80A19,80,80Axx,"Diffusive and convective heat and mass transfer, heat flow","Classical thermodynamics, heat transfer {For thermodynamics",Thermodynamics and heat transfer
80A21,80,80Axx,Radiative heat transfer,"Classical thermodynamics, heat transfer {For thermodynamics",Thermodynamics and heat transfer
80A22,80,80Axx,"Stefan problems, phase changes, etc. [See also 74Nxx]","Classical thermodynamics, heat transfer {For thermodynamics",Thermodynamics and heat transfer
80A23,80,80Axx,Inverse problems in thermodynamics and heat transfer,"Classical thermodynamics, heat transfer {For thermodynamics",Thermodynamics and heat transfer
80A25,80,80Axx,Combustion,"Classical thermodynamics, heat transfer {For thermodynamics",Thermodynamics and heat transfer
80A30,80,80Axx,"Chemical kinetics in thermodynamics and heat transfer [See also 76V05, 92C45, 92E20]","Classical thermodynamics, heat transfer {For thermodynamics",Thermodynamics and heat transfer
80A32,80,80Axx,"Chemically reacting flows [See also 92C45, 92E20]","Classical thermodynamics, heat transfer {For thermodynamics",Thermodynamics and heat transfer
80A50,80,80Axx,Chemistry (general) in thermodynamics and heat transfer [See mainly 92Exx],"Classical thermodynamics, heat transfer {For thermodynamics",Thermodynamics and heat transfer
80A99,80,80Axx,"None of the above, but in this section","Classical thermodynamics, heat transfer {For thermodynamics",Thermodynamics and heat transfer
80M10,80,80Mxx,"Finite element, Galerkin and related methods applied to problems in thermodynamics and heat transfer","Classical thermodynamics, heat transfer {For thermodynamics",Basic methods in thermodynamics and heat transfer [See also 65-XX]
80M12,80,80Mxx,Finite volume methods applied to problems in thermodynamics and heat transfer,"Classical thermodynamics, heat transfer {For thermodynamics",Basic methods in thermodynamics and heat transfer [See also 65-XX]
80M15,80,80Mxx,Boundary element methods applied to problems in thermodynamics and heat transfer,"Classical thermodynamics, heat transfer {For thermodynamics",Basic methods in thermodynamics and heat transfer [See also 65-XX]
80M20,80,80Mxx,Finite difference methods applied to problems in thermodynamics and heat transfer,"Classical thermodynamics, heat transfer {For thermodynamics",Basic methods in thermodynamics and heat transfer [See also 65-XX]
80M22,80,80Mxx,"Spectral, collocation and related (meshless) methods applied to problems in thermodynamics and heat","Classical thermodynamics, heat transfer {For thermodynamics",Basic methods in thermodynamics and heat transfer [See also 65-XX]
80M30,80,80Mxx,Variational methods applied to problems in thermodynamics and heat transfer,"Classical thermodynamics, heat transfer {For thermodynamics",Basic methods in thermodynamics and heat transfer [See also 65-XX]
80M31,80,80Mxx,Monte Carlo methods applied to problems in thermodynamics and heat transfer,"Classical thermodynamics, heat transfer {For thermodynamics",Basic methods in thermodynamics and heat transfer [See also 65-XX]
80M35,80,80Mxx,Asymptotic analysis for problems in thermodynamics and heat transfer,"Classical thermodynamics, heat transfer {For thermodynamics",Basic methods in thermodynamics and heat transfer [See also 65-XX]
80M40,80,80Mxx,Homogenization for problems in thermodynamics and heat transfer,"Classical thermodynamics, heat transfer {For thermodynamics",Basic methods in thermodynamics and heat transfer [See also 65-XX]
80M50,80,80Mxx,Optimization problems in thermodynamics and heat transfer,"Classical thermodynamics, heat transfer {For thermodynamics",Basic methods in thermodynamics and heat transfer [See also 65-XX]
80M60,80,80Mxx,Stochastic analysis in thermodynamics and heat transfer,"Classical thermodynamics, heat transfer {For thermodynamics",Basic methods in thermodynamics and heat transfer [See also 65-XX]
80M99,80,80Mxx,"None of the above, but in this section","Classical thermodynamics, heat transfer {For thermodynamics",Basic methods in thermodynamics and heat transfer [See also 65-XX]
